"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","759","장바구니 확인","","2026-07-10","passed","2026-07-10","","","",""
"","17411","카테고리 정상 노출 및 필터 기능 확인","","2026-07-10","passed","2026-07-10","","","",""
"","14676","상품 > 구매정보 탭 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","20825","기프티쇼 > 상품 > 좋아요 추가 및 삭제 확인","","2026-07-10","passed","2026-07-10","","","",""
"","25690","상품 > 선물하기 주문서 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","16374","카테고리 추천구좌 상품 및 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","1183","기프티쇼 > 상품 > 선물하기 > 기프티쇼 대표 번호로 보내기 확인","","2026-07-10","failed","2026-07-10","","","",""
"","20185","상품(선택 후 뒤로가기) 추천구좌 상품 및 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","861","이용권등록 확인","","2026-07-10","passed","2026-07-10","","","",""
"","871","공지 사항 확인","","2026-07-10","passed","2026-07-10","","","",""
"","785","연락처 관리 확인","","2026-07-10","passed","2026-07-10","","","",""
"","5075","최근 본 상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","257","기프티쇼 > 상품 > 선물하기 > 받는 사람 확인","","2026-07-10","passed","2026-07-10","","","",""
"","48923","임의 상품 상세 > 구매하기 > 일반 계정 로그인 확인","","2026-07-10","passed","2026-07-10","","","",""
"","15770","묶음 배송 추천구좌 상품 및 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","10396","기프티쇼 > 상품 > 구매정보 탭 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11914","ON AIR > VOD 영상 재생 확인","","2026-07-10","passed","2026-07-10","","","",""
"","19305","ON AIR > 바로구매 > 구매하기 주문서 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","13836","독바 > ON AIR > 바로구매 > 구매하기 주문서 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","47319","일반 계정 로그인 확인","","2026-07-10","passed","2026-07-10","","","",""
"","18797","기프티쇼 GNB 메뉴별 화면 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11472","편성표 > TV/TV+ 탭 > 지금 방송 중 상품 확인","","2026-07-10","passed","2026-07-10","","","",""
"","874","잔액형 상품권 내역 확인","","2026-07-10","passed","2026-07-10","","","",""
"","894","거래 증빙 서류 신청/조회 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11951","기프티쇼 검색 후 상품 상세 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11692","혜택/이벤트 > 이달의 선물 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","734","1:1 문의하기 확인","","2026-07-10","passed","2026-07-10","","","",""
"","23006","기프티쇼 카테고리 및 필터 기능 확인","","2026-07-10","passed","2026-07-10","","","",""
"","18474","GNB 메뉴별 화면 확인","","2026-07-10","passed","2026-07-10","","","",""
"","560","기프티쇼 > 상품 > 선물하기 > 결제 진행 및 상품 결제 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","239","장바구니 추천구좌 상품 및 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","876","선물 메시지 관리 확인","","2026-07-10","passed","2026-07-10","","","",""
"","787","자주하는 질문 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11520","혜택/이벤트 > 신규가입 혜택 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","846","상품평 확인","","2026-07-10","passed","2026-07-10","","","",""
"","901","환불 계좌 관리 확인","","2026-07-10","passed","2026-07-10","","","",""
"","20044","ON AIR > 바로구매 > 선물하기 주문서 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","761","기프티쇼 선물함 확인","","2026-07-10","passed","2026-07-10","","","",""
"","10945","ON AIR > 현재 방송 중인 상품 정보 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","15328","독바 > ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11701","혜택/이벤트 > 멤버십 혜택 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","14512","상품 > 상품문의 탭 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","1436","배송지 관리 확인","","2026-07-10","passed","2026-07-10","","","",""
"","775","좋아요 확인","","2026-07-10","passed","2026-07-10","","","",""
"","20531","상품 > 장바구니 상품 추가 확인","","2026-07-10","passed","2026-07-10","","","",""
"","25696","상품 > 구매하기 주문서 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","14634","상품 > 상세정보 탭 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","21749","ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-10","passed","2026-07-10","","","",""
"","21890","회원 정보 수정 확인","","2026-07-10","passed","2026-07-10","","","",""
"","17670","기프티쇼 > 상품 > 상세정보 탭 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","14270","검색 추천구좌 상품 및 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","852","알파포인트 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11684","혜택/이벤트 > 수신동의 쿠폰팩 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","12106","주문 내역 확인","","2026-07-10","passed","2026-07-10","","","",""
"","18217","상품 > 좋아요 추가 및 삭제 확인","","2026-07-10","passed","2026-07-10","","","",""
"","14585","상품 > 상품평 탭 노출 확인","","2026-07-10","passed","2026-07-10","","","",""
"","15159","상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","11570","기프티쇼 > 상품 > 나에게 보내기 주문서 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","1005","혜택 관리 확인","","2026-07-10","passed","2026-07-10","","","",""
"","15185","편성표 > 방송알림 신청 및 등록 완료 확인","","2026-07-10","passed","2026-07-10","","","",""
"","18242","기프티쇼 > 상품 > 선물하기 주문서 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","767","간편 로그인 연결 확인","","2026-07-10","passed","2026-07-10","","","",""
"","892","최근 본 상품 확인","","2026-07-10","passed","2026-07-10","","","",""
"","13648","독바 > ON AIR > 바로구매 > 선물하기 주문서 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","14154","검색 후 상품 상세 페이지 이동 확인","","2026-07-10","passed","2026-07-10","","","",""
"","1496","취소/교환/반품 내역 확인","","2026-07-10","passed","2026-07-10","","","",""
"","782","방송 알림 설정 확인","","2026-07-10","passed","2026-07-10","","","",""
"","138","기프티쇼 > 상품 > 선물하기 > 내 번호로 보내기 확인","","2026-07-10","passed","2026-07-10","","","",""
"","854","문의 내역 확인","","2026-07-10","passed","2026-07-10","","","",""
