"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","880","방송 알림 설정 확인","","2026-07-13","passed","2026-07-13","","","",""
"","44275","일반 계정 로그인 확인","","2026-07-13","passed","2026-07-13","","","",""
"","1401","상품평 확인","","2026-07-13","passed","2026-07-13","","","",""
"","20354","상품(선택 후 뒤로가기) 추천구좌 상품 및 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","844","자주하는 질문 확인","","2026-07-13","passed","2026-07-13","","","",""
"","15585","ON AIR > 바로구매 > 구매하기 주문서 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","750","문의 내역 확인","","2026-07-13","passed","2026-07-13","","","",""
"","22550","기프티쇼 카테고리 및 필터 기능 확인","","2026-07-13","passed","2026-07-13","","","",""
"","17450","기프티쇼 > 상품 > 상세정보 탭 노출 확인","","2026-07-13","passed","2026-07-13","","","",""
"","898","이용권등록 확인","","2026-07-13","passed","2026-07-13","","","",""
"","15331","독바 > ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-13","passed","2026-07-13","","","",""
"","26299","ON AIR > 바로구매 > 선물하기 주문서 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","17422","카테고리 추천구좌 상품 및 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","12178","ON AIR > VOD 영상 재생 확인","","2026-07-13","passed","2026-07-13","","","",""
"","19444","GNB 메뉴별 화면 확인","","2026-07-13","passed","2026-07-13","","","",""
"","22121","회원 정보 수정 확인","","2026-07-13","passed","2026-07-13","","","",""
"","359","장바구니 추천구좌 상품 및 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","17063","ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-13","passed","2026-07-13","","","",""
"","801","간편 로그인 연결 확인","","2026-07-13","passed","2026-07-13","","","",""
"","12489","주문 내역 확인","","2026-07-13","passed","2026-07-13","","","",""
"","844","기프티쇼 선물함 확인","","2026-07-13","passed","2026-07-13","","","",""
"","772","1:1 문의하기 확인","","2026-07-13","passed","2026-07-13","","","",""
"","18288","기프티쇼 > 상품 > 나에게 보내기 주문서 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","11858","혜택/이벤트 > 수신동의 쿠폰팩 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","803","환불 계좌 관리 확인","","2026-07-13","passed","2026-07-13","","","",""
"","20421","상품 > 선물하기 주문서 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","18559","상품 > 좋아요 추가 및 삭제 확인","","2026-07-13","passed","2026-07-13","","","",""
"","20185","상품 > 구매하기 주문서 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","18994","기프티쇼 검색 후 상품 상세 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","18783","기프티쇼 GNB 메뉴별 화면 노출 확인","","2026-07-13","passed","2026-07-13","","","",""
"","750","거래 증빙 서류 신청/조회 확인","","2026-07-13","passed","2026-07-13","","","",""
"","14664","상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-13","passed","2026-07-13","","","",""
"","824","알파포인트 확인","","2026-07-13","passed","2026-07-13","","","",""
"","2020","취소/교환/반품 내역 확인","","2026-07-13","passed","2026-07-13","","","",""
